STT;Tinh_Thanh;Phuong_Xa;Dia_Chi_Cu_The;Ma_San_Pham;Ten_San_Pham;Nhom_Hang;So_Luong;Don_Gia ;Ty_Le_Giam_Gia; Tien_Giam ;Tong_Hang ;Tong_Thanh_Toan ;Tan_suat_mua_hang ;Thuong_Hieu;Danh_Muc
8352;Đồng Nai;Phường Trảng Dài;395 Phạm Văn Thuận (CellphoneS);SP006;Xiaomi Pad 6;Đồ điện tử;1;7.990.000;5;400;7.990.000;8.384.000;2;Xiaomi;Máy tính bảng
8353;TP. Hồ Chí Minh;Phường Tân Định;157-159 Nguyễn Thị Minh Khai (Phong Vũ);SP024;Samsung Galaxy Watch6;Đồ điện tử;1;5.490.000;1;549;5.490.000;5.460.000;20;Samsung;Đồng hồ thông minh
8354;Đồng Tháp;Phường 2;89 Hùng Vương, TP. Sa Đéc (FPT Shop);SP002;Samsung Galaxy S24;Đồ điện tử;1;18.990.000;7;1.329.000;18.990.000;19.445.000;20;Samsung;Điện thoại
8355;TP. Hồ Chí Minh;Phường Bến Thành;136 Nguyễn Thái Học (Thế Giới Di Động);SP003;iPhone 15;Đồ điện tử;2;19.990.000;7;2.799.000;39.980.000;40.939.000;20;Apple;Điện thoại
8356;TP. Hồ Chí Minh;Phường 14;55B Trần Quang Khải (CellphoneS);SP006;Xiaomi Pad 6;Đồ điện tử;2;7.990.000;0;0;15.980.000;17.600.000;20;Xiaomi;Máy tính bảng
8357;TP. Hồ Chí Minh;Phường 14;55B Trần Quang Khải (CellphoneS);SP025;Máy in Canon LBP 2900;Đồ điện tử;3;4.290.000;0;0;12.870.000;14.175.000;20;Canon;Máy in
8358;Cà Mau;Phường 5;12 Trần Hưng Đạo, TP. Cà Mau (Thế Giới Di Động);SP011;Tai nghe AirPods 3;Đồ điện tử;1;3.990.000;3;120;3.990.000;4.282.000;20;Apple;Tai nghe
8359;Đồng Tháp;Phường Mỹ Phú;156 Điện Biên Phủ, TP. Cao Lãnh (CellphoneS);SP007;MacBook Air M2;Đồ điện tử;1;23.990.000;1;2.399.000;23.990.000;23.775.000;20;Apple;Laptop
8360;TP. Hồ Chí Minh;Phường Tân Định;157-159 Nguyễn Thị Minh Khai (Phong Vũ);SP012;Tai nghe Samsung Galaxy Buds FE;Đồ điện tử;2;1.590.000;2;636;3.180.000;2.838.000;20;Samsung;Tai nghe
8361;Vĩnh Long;Phường 1;33/1 Phạm Thái Bường, TP. Vĩnh Long (Thế Giới Di Động);SP006;Xiaomi Pad 6;Đồ điện tử;1;7.990.000;15;1.198.000;7.990.000;7.489.000;20;Xiaomi;Máy tính bảng
8362;An Giang;Phường Mỹ Long;132 Trần Hưng Đạo, TP. Long Xuyên (FPT Shop);SP004;iPhone 14;Đồ điện tử;2;16.990.000;2;6.796.000;33.980.000;29.937.000;20;Apple;Điện thoại
8363;TP. Hồ Chí Minh;Phường 14;55B Trần Quang Khải (CellphoneS);SP026;Camera Xiaomi C300;Đồ điện tử;1;990;15;148;990;948;20;Xiaomi;Camera
8364;Cần Thơ;Phường An Khánh;132 Đường 3 Tháng 2 (Thế Giới Di Động);SP004;iPhone 14;Đồ điện tử;1;16.990.000;5;850;16.990.000;17.784.000;7;Apple;Điện thoại
8365;Tây Ninh;Phường 3;921 Cách Mạng Tháng 8, TP. Tây Ninh (Thế Giới Di Động);SP017;Màn hình Dell 24 inch;Đồ điện tử;1;3.290.000;7;230;3.290.000;3.401.000;1;Dell;Màn hình
8366;TP. Hồ Chí Minh;Phường Tân Định;157-159 Nguyễn Thị Minh Khai (Phong Vũ);SP012;Tai nghe Samsung Galaxy Buds FE;Đồ điện tử;2;1.590.000;1;318;3.180.000;3.188.000;14;Samsung;Tai nghe
8367;Đồng Nai;Phường Quyết Thắng;9-10 Đồng Khởi (Phong Vũ);SP021;Sạc nhanh Anker 20W;Đồ điện tử;1;350;0;0;350;420;20;Anker;Phụ kiện
8368;Cần Thơ;Phường Tân An;209 Đại lộ Hòa Bình (Phong Vũ);SP007;MacBook Air M2;Đồ điện tử;1;23.990.000;1;2.399.000;23.990.000;23.785.000;20;Apple;Laptop
8369;Cần Thơ;Phường An Khánh;132 Đường 3 Tháng 2 (Thế Giới Di Động);SP003;iPhone 15;Đồ điện tử;1;19.990.000;15;2.998.000;19.990.000;18.716.000;20;Apple;Điện thoại
8370;Cần Thơ;Phường Ninh Kiều;118 Đường 3 Tháng 2 (FPT Shop);SP012;Tai nghe Samsung Galaxy Buds FE;Đồ điện tử;4;1.590.000;15;954;6.360.000;5.972.000;6;Samsung;Tai nghe
8371;Vĩnh Long;Phường 1;33/1 Phạm Thái Bường, TP. Vĩnh Long (Thế Giới Di Động);SP021;Sạc nhanh Anker 20W;Đồ điện tử;4;350;0;0;1.400.000;1.580.000;20;Anker;Phụ kiện
8372;Cần Thơ;Phường An Khánh;132 Đường 3 Tháng 2 (Thế Giới Di Động);SP004;iPhone 14;Đồ điện tử;1;16.990.000;15;2.548.000;16.990.000;15.911.000;20;Apple;Điện thoại
8373;TP. Hồ Chí Minh;Phường Võ Thị Sáu;202 Nguyễn Thị Minh Khai (FPT Shop);SP020;Ổ cứng SSD Kingston 500GB;Đồ điện tử;2;1.190.000;12;286;2.380.000;2.331.000;20;Kingston;Linh kiện
8374;Cà Mau;Phường 5;12 Trần Hưng Đạo, TP. Cà Mau (Thế Giới Di Động);SP026;Camera Xiaomi C300;Đồ điện tử;2;990;0;0;1.980.000;2.196.000;20;Xiaomi;Camera
8375;TP. Hồ Chí Minh;Phường Phạm Ngũ Lão;3A Lê Lai (Di Động Việt);SP008;Laptop Dell Inspiron 15;Đồ điện tử;1;13.990.000;3;420;13.990.000;14.945.000;20;Dell;Laptop
8376;Đồng Nai;Phường Trảng Dài;395 Phạm Văn Thuận (CellphoneS);SP021;Sạc nhanh Anker 20W;Đồ điện tử;4;350;2;280;1.400.000;1.254.000;20;Anker;Phụ kiện
8377;Vĩnh Long;Phường 2;12 Lê Thái Tổ, TP. Vĩnh Long (FPT Shop);SP022;Cáp sạc Type-C Anker;Đồ điện tử;1;190;2;38;190;195;7;Anker;Phụ kiện
8378;TP. Hồ Chí Minh;Phường 14;55B Trần Quang Khải (CellphoneS);SP001;Samsung Galaxy A15;Đồ điện tử;2;4.590.000;2;1.836.000;9.180.000;8.108.000;20;Samsung;Điện thoại
8379;Cần Thơ;Phường Tân An;209 Đại lộ Hòa Bình (Phong Vũ);SP019;Bàn phím Logitech K380;Đồ điện tử;1;690;0;0;690;777;6;Logitech;Phụ kiện
8380;Đồng Nai;Phường Trung Dũng;240 Đồng Khởi (FPT Shop);SP007;MacBook Air M2;Đồ điện tử;1;23.990.000;5;1.200.000;23.990.000;25.087.000;20;Apple;Laptop
8381;Cà Mau;Phường 6;84 Phan Ngọc Hiển, TP. Cà Mau (FPT Shop);SP010;Laptop Asus Vivobook 15;Đồ điện tử;1;12.990.000;2;2.598.000;12.990.000;11.449.000;20;Asus;Laptop
8382;Đồng Nai;Phường Tân Tiến;389 Phạm Văn Thuận (Di Động Việt);SP011;Tai nghe AirPods 3;Đồ điện tử;1;3.990.000;1;399;3.990.000;3.968.000;20;Apple;Tai nghe
8383;Đồng Nai;Phường Trảng Dài;395 Phạm Văn Thuận (CellphoneS);SP026;Camera Xiaomi C300;Đồ điện tử;3;990;0;0;2.970.000;3.297.000;20;Xiaomi;Camera
8384;Cần Thơ;Phường Xuân Khánh;24B Nguyễn Trãi (Di Động Việt);SP016;Smart TV LG 55 inch;Đồ điện tử;1;11.990.000;1;1.199.000;11.990.000;11.892.000;1;LG;Tivi
8385;Vĩnh Long;Phường 2;12 Lê Thái Tổ, TP. Vĩnh Long (FPT Shop);SP006;Xiaomi Pad 6;Đồ điện tử;1;7.990.000;0;0;7.990.000;8.807.000;11;Xiaomi;Máy tính bảng
8386;Đồng Tháp;Phường Mỹ Phú;156 Điện Biên Phủ, TP. Cao Lãnh (CellphoneS);SP020;Ổ cứng SSD Kingston 500GB;Đồ điện tử;2;1.190.000;5;119;2.380.000;2.515.000;20;Kingston;Linh kiện
8387;Đồng Tháp;Phường Mỹ Phú;156 Điện Biên Phủ, TP. Cao Lãnh (CellphoneS);SP025;Máy in Canon LBP 2900;Đồ điện tử;2;4.290.000;12;1.030.000;8.580.000;8.350.000;20;Canon;Máy in
8388;TP. Hồ Chí Minh;Phường Võ Thị Sáu;202 Nguyễn Thị Minh Khai (FPT Shop);SP013;Tai nghe Xiaomi Redmi Buds 5;Đồ điện tử;3;990;2;594;2.970.000;2.642.000;20;Xiaomi;Tai nghe
8389;TP. Hồ Chí Minh;Phường Bến Thành;136 Nguyễn Thái Học (Thế Giới Di Động);SP005;Xiaomi Redmi Note 13;Đồ điện tử;1;4.990.000;1;499;4.990.000;4.980.000;2;Xiaomi;Điện thoại
8390;Tây Ninh;Phường Trảng Bàng;152 QL22, Trảng Bàng (CellphoneS);SP009;Laptop HP Pavilion 14;Đồ điện tử;3;15.990.000;5;2.398.000;47.970.000;50.169.000;20;HP;Laptop
8391;Đồng Nai;Phường Trung Dũng;240 Đồng Khởi (FPT Shop);SP016;Smart TV LG 55 inch;Đồ điện tử;3;11.990.000;3;1.079.000;35.970.000;38.415.000;20;LG;Tivi
8392;Vĩnh Long;Phường 1;33/1 Phạm Thái Bường, TP. Vĩnh Long (Thế Giới Di Động);SP006;Xiaomi Pad 6;Đồ điện tử;5;7.990.000;0;0;39.950.000;43.980.000;20;Xiaomi;Máy tính bảng
8393;Cần Thơ;Phường Xuân Khánh;24B Nguyễn Trãi (Di Động Việt);SP012;Tai nghe Samsung Galaxy Buds FE;Đồ điện tử;1;1.590.000;0;0;1.590.000;1.767.000;1;Samsung;Tai nghe
8394;Đồng Nai;Phường Trảng Dài;395 Phạm Văn Thuận (CellphoneS);SP005;Xiaomi Redmi Note 13;Đồ điện tử;2;4.990.000;0;0;9.980.000;11.000.000;3;Xiaomi;Điện thoại
8395;Vĩnh Long;Phường 2;12 Lê Thái Tổ, TP. Vĩnh Long (FPT Shop);SP001;Samsung Galaxy A15;Đồ điện tử;1;4.590.000;0;0;4.590.000;5.074.000;20;Samsung;Điện thoại
8396;TP. Hồ Chí Minh;Phường Võ Thị Sáu;202 Nguyễn Thị Minh Khai (FPT Shop);SP021;Sạc nhanh Anker 20W;Đồ điện tử;2;350;0;0;700;800;20;Anker;Phụ kiện
8397;Cần Thơ;Phường Ninh Kiều;118 Đường 3 Tháng 2 (FPT Shop);SP022;Cáp sạc Type-C Anker;Đồ điện tử;1;190;12;23;190;206;20;Anker;Phụ kiện
8398;Tây Ninh;Phường Trảng Bàng;152 QL22, Trảng Bàng (CellphoneS);SP006;Xiaomi Pad 6;Đồ điện tử;1;7.990.000;0;0;7.990.000;8.807.000;18;Xiaomi;Máy tính bảng
8399;An Giang;Phường Châu Phú A;42 Nguyễn Huệ, TP. Châu Đốc (CellphoneS);SP004;iPhone 14;Đồ điện tử;2;16.990.000;3;1.019.000;33.980.000;36.287.000;20;Apple;Điện thoại
8400;Cần Thơ;Phường Xuân Khánh;24B Nguyễn Trãi (Di Động Việt);SP006;Xiaomi Pad 6;Đồ điện tử;1;7.990.000;0;0;7.990.000;8.807.000;20;Xiaomi;Máy tính bảng
8401;TP. Hồ Chí Minh;Phường Võ Thị Sáu;202 Nguyễn Thị Minh Khai (FPT Shop);SP018;Chuột Logitech M331;Đồ điện tử;4;390;0;0;1.560.000;1.741.000;20;Logitech;Phụ kiện
8402;Tây Ninh;Phường 3;921 Cách Mạng Tháng 8, TP. Tây Ninh (Thế Giới Di Động);SP018;Chuột Logitech M331;Đồ điện tử;2;390;0;0;780;898;20;Logitech;Phụ kiện
8403;TP. Hồ Chí Minh;Phường Tân Định;157-159 Nguyễn Thị Minh Khai (Phong Vũ);SP003;iPhone 15;Đồ điện tử;1;19.990.000;5;1.000.000;19.990.000;20.934.000;20;Apple;Điện thoại
8404;Cà Mau;Phường 6;84 Phan Ngọc Hiển, TP. Cà Mau (FPT Shop);SP024;Samsung Galaxy Watch6;Đồ điện tử;1;5.490.000;2;1.098.000;5.490.000;4.859.000;5;Samsung;Đồng hồ thông minh
8405;Đồng Tháp;Phường 2;89 Hùng Vương, TP. Sa Đéc (FPT Shop);SP002;Samsung Galaxy S24;Đồ điện tử;1;18.990.000;3;570;18.990.000;20.307.000;20;Samsung;Điện thoại
8406;Tây Ninh;Phường 3;921 Cách Mạng Tháng 8, TP. Tây Ninh (Thế Giới Di Động);SP026;Camera Xiaomi C300;Đồ điện tử;4;990;12;475;3.960.000;3.873.000;20;Xiaomi;Camera
8407;An Giang;Phường Mỹ Bình;311 Trần Hưng Đạo, TP. Long Xuyên (Thế Giới Di Động);SP022;Cáp sạc Type-C Anker;Đồ điện tử;1;190;12;23;190;212;20;Anker;Phụ kiện
8408;TP. Hồ Chí Minh;Phường Phạm Ngũ Lão;3A Lê Lai (Di Động Việt);SP014;Loa Bluetooth JBL Go 4;Đồ điện tử;1;1.190.000;0;0;1.190.000;1.327.000;1;JBL;Loa
8409;TP. Hồ Chí Minh;Phường Tân Định;157-159 Nguyễn Thị Minh Khai (Phong Vũ);SP015;Smart TV Samsung 43 inch;Đồ điện tử;3;7.990.000;12;2.876.000;23.970.000;23.248.000;20;Samsung;Tivi
8410;Đồng Nai;Phường Trung Dũng;240 Đồng Khởi (FPT Shop);SP020;Ổ cứng SSD Kingston 500GB;Đồ điện tử;1;1.190.000;0;0;1.190.000;1.337.000;20;Kingston;Linh kiện
8411;Cần Thơ;Phường Ninh Kiều;118 Đường 3 Tháng 2 (FPT Shop);SP020;Ổ cứng SSD Kingston 500GB;Đồ điện tử;2;1.190.000;15;357;2.380.000;2.260.000;1;Kingston;Linh kiện
8412;Cần Thơ;Phường An Khánh;132 Đường 3 Tháng 2 (Thế Giới Di Động);SP010;Laptop Asus Vivobook 15;Đồ điện tử;1;12.990.000;15;1.948.000;12.990.000;12.164.000;20;Asus;Laptop
8413;An Giang;Phường Mỹ Long;132 Trần Hưng Đạo, TP. Long Xuyên (FPT Shop);SP023;Apple Watch SE;Đồ điện tử;5;5.990.000;5;1.498.000;29.950.000;31.337.000;20;Apple;Đồng hồ thông minh
8414;Vĩnh Long;Phường 3;56 Nguyễn Huệ, TP. Vĩnh Long (CellphoneS);SP020;Ổ cứng SSD Kingston 500GB;Đồ điện tử;1;1.190.000;0;0;1.190.000;1.334.000;4;Kingston;Linh kiện
8415;Đồng Tháp;Phường 1;239 Nguyễn Huệ, TP. Cao Lãnh (Thế Giới Di Động);SP022;Cáp sạc Type-C Anker;Đồ điện tử;3;190;7;40;570;608;4;Anker;Phụ kiện
8416;TP. Hồ Chí Minh;Phường Bến Thành;136 Nguyễn Thái Học (Thế Giới Di Động);SP008;Laptop Dell Inspiron 15;Đồ điện tử;5;13.990.000;3;2.098.000;69.950.000;74.682.000;20;Dell;Laptop
8417;TP. Hồ Chí Minh;Phường Bến Thành;136 Nguyễn Thái Học (Thế Giới Di Động);SP010;Laptop Asus Vivobook 15;Đồ điện tử;3;12.990.000;15;5.846.000;38.970.000;36.466.000;20;Asus;Laptop
8418;TP. Hồ Chí Minh;Phường Phạm Ngũ Lão;3A Lê Lai (Di Động Việt);SP010;Laptop Asus Vivobook 15;Đồ điện tử;2;12.990.000;0;0;25.980.000;28.596.000;1;Asus;Laptop
8419;Đồng Tháp;Phường Mỹ Phú;156 Điện Biên Phủ, TP. Cao Lãnh (CellphoneS);SP004;iPhone 14;Đồ điện tử;2;16.990.000;3;1.019.000;33.980.000;36.292.000;1;Apple;Điện thoại
8420;TP. Hồ Chí Minh;Phường Võ Thị Sáu;202 Nguyễn Thị Minh Khai (FPT Shop);SP025;Máy in Canon LBP 2900;Đồ điện tử;2;4.290.000;0;0;8.580.000;9.468.000;20;Canon;Máy in
8421;Vĩnh Long;Phường 3;56 Nguyễn Huệ, TP. Vĩnh Long (CellphoneS);SP008;Laptop Dell Inspiron 15;Đồ điện tử;3;13.990.000;3;1.259.000;41.970.000;44.827.000;20;Dell;Laptop
8422;TP. Hồ Chí Minh;Phường 14;55B Trần Quang Khải (CellphoneS);SP017;Màn hình Dell 24 inch;Đồ điện tử;2;3.290.000;1;658;6.580.000;6.542.000;20;Dell;Màn hình
8423;Cà Mau;Phường 5;12 Trần Hưng Đạo, TP. Cà Mau (Thế Giới Di Động);SP008;Laptop Dell Inspiron 15;Đồ điện tử;2;13.990.000;2;5.596.000;27.980.000;24.667.000;1;Dell;Laptop
8424;Cần Thơ;Phường An Khánh;132 Đường 3 Tháng 2 (Thế Giới Di Động);SP018;Chuột Logitech M331;Đồ điện tử;2;390;3;23;780;858;1;Logitech;Phụ kiện
8425;Cần Thơ;Phường Tân An;209 Đại lộ Hòa Bình (Phong Vũ);SP012;Tai nghe Samsung Galaxy Buds FE;Đồ điện tử;1;1.590.000;15;238;1.590.000;1.505.000;20;Samsung;Tai nghe
8426;An Giang;Phường Châu Phú A;42 Nguyễn Huệ, TP. Châu Đốc (CellphoneS);SP013;Tai nghe Xiaomi Redmi Buds 5;Đồ điện tử;2;990;0;0;1.980.000;2.208.000;1;Xiaomi;Tai nghe
8427;TP. Hồ Chí Minh;Phường Võ Thị Sáu;202 Nguyễn Thị Minh Khai (FPT Shop);SP023;Apple Watch SE;Đồ điện tử;1;5.990.000;15;898;5.990.000;5.631.000;20;Apple;Đồng hồ thông minh
8428;Cần Thơ;Phường Xuân Khánh;24B Nguyễn Trãi (Di Động Việt);SP010;Laptop Asus Vivobook 15;Đồ điện tử;1;12.990.000;5;650;12.990.000;13.614.000;16;Asus;Laptop
8429;Đồng Nai;Phường Trảng Dài;395 Phạm Văn Thuận (CellphoneS);SP024;Samsung Galaxy Watch6;Đồ điện tử;3;5.490.000;7;1.153.000;16.470.000;16.879.000;6;Samsung;Đồng hồ thông minh
8430;TP. Hồ Chí Minh;Phường 14;55B Trần Quang Khải (CellphoneS);SP011;Tai nghe AirPods 3;Đồ điện tử;3;3.990.000;1;1.197.000;11.970.000;11.890.000;20;Apple;Tai nghe
8431;Đồng Nai;Phường Quyết Thắng;9-10 Đồng Khởi (Phong Vũ);SP012;Tai nghe Samsung Galaxy Buds FE;Đồ điện tử;1;1.590.000;12;191;1.590.000;1.564.000;20;Samsung;Tai nghe
8432;An Giang;Phường Mỹ Long;132 Trần Hưng Đạo, TP. Long Xuyên (FPT Shop);SP018;Chuột Logitech M331;Đồ điện tử;1;390;15;58;390;400;20;Logitech;Phụ kiện
8433;Vĩnh Long;Phường 2;12 Lê Thái Tổ, TP. Vĩnh Long (FPT Shop);SP019;Bàn phím Logitech K380;Đồ điện tử;5;690;0;0;3.450.000;3.840.000;20;Logitech;Phụ kiện
8434;Vĩnh Long;Phường 2;12 Lê Thái Tổ, TP. Vĩnh Long (FPT Shop);SP017;Màn hình Dell 24 inch;Đồ điện tử;2;3.290.000;0;0;6.580.000;7.278.000;20;Dell;Màn hình
8435;An Giang;Phường Châu Phú A;42 Nguyễn Huệ, TP. Châu Đốc (CellphoneS);SP009;Laptop HP Pavilion 14;Đồ điện tử;3;15.990.000;0;0;47.970.000;52.792.000;17;HP;Laptop
8436;An Giang;Phường Mỹ Long;132 Trần Hưng Đạo, TP. Long Xuyên (FPT Shop);SP007;MacBook Air M2;Đồ điện tử;3;23.990.000;2;14.394.000;71.970.000;63.362.000;20;Apple;Laptop
8437;An Giang;Phường Mỹ Bình;311 Trần Hưng Đạo, TP. Long Xuyên (Thế Giới Di Động);SP026;Camera Xiaomi C300;Đồ điện tử;3;990;0;0;2.970.000;3.307.000;1;Xiaomi;Camera
8438;Vĩnh Long;Phường 1;33/1 Phạm Thái Bường, TP. Vĩnh Long (Thế Giới Di Động);SP013;Tai nghe Xiaomi Redmi Buds 5;Đồ điện tử;1;990;5;50;990;1.062.000;6;Xiaomi;Tai nghe
8439;Vĩnh Long;Phường 1;33/1 Phạm Thái Bường, TP. Vĩnh Long (Thế Giới Di Động);SP002;Samsung Galaxy S24;Đồ điện tử;2;18.990.000;3;1.139.000;37.980.000;40.547.000;20;Samsung;Điện thoại
8440;Tây Ninh;Phường Trảng Bàng;152 QL22, Trảng Bàng (CellphoneS);SP005;Xiaomi Redmi Note 13;Đồ điện tử;4;4.990.000;3;599;19.960.000;21.327.000;20;Xiaomi;Điện thoại
8441;Đồng Tháp;Phường 1;239 Nguyễn Huệ, TP. Cao Lãnh (Thế Giới Di Động);SP005;Xiaomi Redmi Note 13;Đồ điện tử;1;4.990.000;7;349;4.990.000;5.123.000;20;Xiaomi;Điện thoại
8442;Tây Ninh;Phường Trảng Bàng;152 QL22, Trảng Bàng (CellphoneS);SP014;Loa Bluetooth JBL Go 4;Đồ điện tử;4;1.190.000;5;238;4.760.000;4.996.000;20;JBL;Loa
8443;Cà Mau;Phường 7;20 Nguyễn Trãi, TP. Cà Mau (CellphoneS);SP009;Laptop HP Pavilion 14;Đồ điện tử;2;15.990.000;5;1.599.000;31.980.000;33.454.000;3;HP;Laptop
8444;TP. Hồ Chí Minh;Phường Bến Thành;136 Nguyễn Thái Học (Thế Giới Di Động);SP025;Máy in Canon LBP 2900;Đồ điện tử;1;4.290.000;2;858;4.290.000;3.803.000;20;Canon;Máy in
8445;Đồng Nai;Phường Trung Dũng;240 Đồng Khởi (FPT Shop);SP006;Xiaomi Pad 6;Đồ điện tử;6;7.990.000;1;4.794.000;47.940.000;47.491.000;1;Xiaomi;Máy tính bảng
8446;Tây Ninh;Phường Trảng Bàng;152 QL22, Trảng Bàng (CellphoneS);SP022;Cáp sạc Type-C Anker;Đồ điện tử;1;190;7;13;190;217;20;Anker;Phụ kiện
8447;Vĩnh Long;Phường 1;33/1 Phạm Thái Bường, TP. Vĩnh Long (Thế Giới Di Động);SP010;Laptop Asus Vivobook 15;Đồ điện tử;1;12.990.000;3;390;12.990.000;13.882.000;20;Asus;Laptop
8448;Đồng Nai;Phường Tân Tiến;389 Phạm Văn Thuận (Di Động Việt);SP004;iPhone 14;Đồ điện tử;1;16.990.000;7;1.189.000;16.990.000;17.409.000;20;Apple;Điện thoại
8449;Đồng Nai;Phường Trảng Dài;395 Phạm Văn Thuận (CellphoneS);SP019;Bàn phím Logitech K380;Đồ điện tử;1;690;5;34;690;752;20;Logitech;Phụ kiện
8450;Đồng Nai;Phường Quyết Thắng;9-10 Đồng Khởi (Phong Vũ);SP024;Samsung Galaxy Watch6;Đồ điện tử;1;5.490.000;0;0;5.490.000;6.084.000;20;Samsung;Đồng hồ thông minh
8451;Đồng Tháp;Phường Mỹ Phú;156 Điện Biên Phủ, TP. Cao Lãnh (CellphoneS);SP021;Sạc nhanh Anker 20W;Đồ điện tử;1;350;0;0;350;403;8;Anker;Phụ kiện
8452;TP. Hồ Chí Minh;Phường Tân Định;157-159 Nguyễn Thị Minh Khai (Phong Vũ);SP011;Tai nghe AirPods 3;Đồ điện tử;2;3.990.000;15;1.197.000;7.980.000;7.496.000;20;Apple;Tai nghe
8453;TP. Hồ Chí Minh;Phường Bến Thành;136 Nguyễn Thái Học (Thế Giới Di Động);SP005;Xiaomi Redmi Note 13;Đồ điện tử;1;4.990.000;3;150;4.990.000;5.346.000;18;Xiaomi;Điện thoại
8454;TP. Hồ Chí Minh;Phường Võ Thị Sáu;202 Nguyễn Thị Minh Khai (FPT Shop);SP004;iPhone 14;Đồ điện tử;8;16.990.000;0;0;135.920.000;149.540.000;20;Apple;Điện thoại
8455;Cà Mau;Phường 5;12 Trần Hưng Đạo, TP. Cà Mau (Thế Giới Di Động);SP023;Apple Watch SE;Đồ điện tử;1;5.990.000;3;180;5.990.000;6.436.000;20;Apple;Đồng hồ thông minh
8456;TP. Hồ Chí Minh;Phường Tân Định;157-159 Nguyễn Thị Minh Khai (Phong Vũ);SP025;Máy in Canon LBP 2900;Đồ điện tử;1;4.290.000;3;129;4.290.000;4.595.000;20;Canon;Máy in
8457;TP. Hồ Chí Minh;Phường Tân Định;157-159 Nguyễn Thị Minh Khai (Phong Vũ);SP004;iPhone 14;Đồ điện tử;3;16.990.000;3;1.529.000;50.970.000;54.420.000;20;Apple;Điện thoại
8458;TP. Hồ Chí Minh;Phường Võ Thị Sáu;202 Nguyễn Thị Minh Khai (FPT Shop);SP007;MacBook Air M2;Đồ điện tử;2;23.990.000;2;9.596.000;47.980.000;42.250.000;12;Apple;Laptop
8459;TP. Hồ Chí Minh;Phường Phạm Ngũ Lão;3A Lê Lai (Di Động Việt);SP016;Smart TV LG 55 inch;Đồ điện tử;2;11.990.000;3;719;23.980.000;25.617.000;20;LG;Tivi
8460;TP. Hồ Chí Minh;Phường Phạm Ngũ Lão;3A Lê Lai (Di Động Việt);SP026;Camera Xiaomi C300;Đồ điện tử;1;990;15;148;990;961;9;Xiaomi;Camera
8461;Cần Thơ;Phường Ninh Kiều;118 Đường 3 Tháng 2 (FPT Shop);SP026;Camera Xiaomi C300;Đồ điện tử;2;990;15;297;1.980.000;1.896.000;20;Xiaomi;Camera
8462;TP. Hồ Chí Minh;Phường Phạm Ngũ Lão;3A Lê Lai (Di Động Việt);SP023;Apple Watch SE;Đồ điện tử;1;5.990.000;0;0;5.990.000;6.617.000;20;Apple;Đồng hồ thông minh
8463;An Giang;Phường Mỹ Bình;311 Trần Hưng Đạo, TP. Long Xuyên (Thế Giới Di Động);SP001;Samsung Galaxy A15;Đồ điện tử;1;4.590.000;0;0;4.590.000;5.094.000;20;Samsung;Điện thoại
8464;TP. Hồ Chí Minh;Phường Phạm Ngũ Lão;3A Lê Lai (Di Động Việt);SP007;MacBook Air M2;Đồ điện tử;2;23.990.000;0;0;47.980.000;52.800.000;20;Apple;Laptop
8465;Cần Thơ;Phường An Khánh;132 Đường 3 Tháng 2 (Thế Giới Di Động);SP021;Sạc nhanh Anker 20W;Đồ điện tử;10;350;5;175;3.500.000;3.685.000;20;Anker;Phụ kiện
8466;Đồng Nai;Phường Quyết Thắng;9-10 Đồng Khởi (Phong Vũ);SP014;Loa Bluetooth JBL Go 4;Đồ điện tử;6;1.190.000;2;1.428.000;7.140.000;6.328.000;20;JBL;Loa
8467;Tây Ninh;Phường Trảng Bàng;152 QL22, Trảng Bàng (CellphoneS);SP010;Laptop Asus Vivobook 15;Đồ điện tử;1;12.990.000;0;0;12.990.000;14.334.000;20;Asus;Laptop
8468;An Giang;Phường Mỹ Bình;311 Trần Hưng Đạo, TP. Long Xuyên (Thế Giới Di Động);SP012;Tai nghe Samsung Galaxy Buds FE;Đồ điện tử;1;1.590.000;7;111;1.590.000;1.662.000;20;Samsung;Tai nghe
