STT;Ma_ky_bao_cao;Nam_bao_cao;Tuan_bao_cao;Loai_luong_(XNK);Ten_nuoc_doi_tac;Mo_hang_hoa;Don_vi_so_luong;So_luong;So_luong_thay_the;Trong_luong_tinh_kg;Gia_tri_CIF_(USD);Gia_tri_FOB_(USD);Gia_tri_chinh_(USD)
15693;20240101;2024;52;Nhập khẩu;Thế giới;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;Cái;0;52913,76;622636,272;28786657,54;28484648,83;28786657,54
15694;20240101;2024;52;Nhập khẩu;Trung Quốc;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;Cái;0;51657,76;620956,242;28559987,73;28269894,4;28559987,73
15695;20240101;2024;52;Nhập khẩu;Hàn Quốc;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;kg;1,023;41;1,023;199,452;110,65;199,452
15698;20240101;2024;52;Nhập khẩu;Trung Quốc;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;Cái;0;1165;1413,422;115707,775;107986,928;115707,775
15699;20240101;2024;52;Nhập khẩu;Hoa Kỳ;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;kg;0,02;4;0,02;85,222;84,859;85,222
15712;20240101;2024;52;Nhập khẩu;Tây Ban Nha;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;31729,786;0;7113,262;13124270,76;0;13124270,76
15725;20240101;2024;52;Nhập khẩu;Hy Lạp;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;1940;1940;383;1150204,62;1103843,2;1150204,62
15732;20240101;2024;52;Nhập khẩu;Ba Lan;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;1925,992;0;2641,621;696233,51;668170,35;696233,51
15735;20240101;2024;52;Nhập khẩu;Slovenia;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;6767;6767;1331;1202813,01;1154331,08;1202813,01
15736;20240101;2024;52;Nhập khẩu;Tây Ban Nha;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;602,292;0;133,673;113045,49;108488,96;113045,49
15740;20240101;2024;52;Nhập khẩu;Thế giới;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;201;201;46,489;19793,232;18944,899;19793,232
15743;20240101;2024;52;Nhập khẩu;Thế giới;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;5964;5964;1360,321;317214,816;0;317214,816
15747;20240101;2024;52;Nhập khẩu;Hà Lan;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;5121;5121;856;209882,027;0;209882,027
15751;20240101;2024;52;Nhập khẩu;Thế giới;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;7635;7635;5630,657;993104,2;953075,06;993104,2
15757;20240101;2024;52;Nhập khẩu;Hà Lan;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;4446;4446;4796,937;663024,24;636299,67;663024,24
15759;20240101;2024;52;Nhập khẩu;Slovakia;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;769;769;71,592;12536,14;12030,84;12536,14
15760;20240101;2024;52;Nhập khẩu;Trung Quốc;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;1458;1458;284,08;54133,49;51951,53;54133,49
15768;20240101;2024;52;Nhập khẩu;Thế giới;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;32911,042;0;434432,4;9718725,13;9102107,88;9718725,13
15770;20240101;2024;52;Nhập khẩu;Thế giới;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;3514;3514;2060,823;119673,785;106169;119673,785
15776;20240101;2024;52;Nhập khẩu;Hungary;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;3416;3416;77432;1806388,75;0;1806388,75
15778;20240101;2024;52;Nhập khẩu;Hà Lan;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;14550;14550;107241;4081266,694;0;4081266,694
15779;20240101;2024;52;Nhập khẩu;Slovakia;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;1650;1650;37727;832143,734;0;832143,734
15780;20240101;2024;52;Nhập khẩu;Trung Quốc;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;362;362;759;36033,278;0;36033,278
15782;20240101;2024;52;Nhập khẩu;Thế giới;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;72549;72549;814088;25162055,26;24147845,76;25162055,26
15788;20240101;2024;52;Nhập khẩu;Hungary;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;22447;22447;17176;2152605,21;2065839,93;2152605,21
15791;20240101;2024;52;Nhập khẩu;Hà Lan;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;245;245;245;153628,35;147436,04;153628,35
15792;20240101;2024;52;Nhập khẩu;Ba Lan;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;372;372;7069;294090,87;282236,93;294090,87
15793;20240101;2024;52;Nhập khẩu;Slovakia;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;49055;49055;784286;21755735,23;20878824,61;21755735,23
15820;20240101;2024;52;Nhập khẩu;Hungary;Mạch tích hợp điện tử;chiếc/đơn vị;11313,877;0;11,138;50322,02;48293,68;50322,02
15837;20240101;2024;52;Xuất khẩu;Croatia;Máy in, máy photocopy, máy fax và phụ tùng;kg;11,562;0;11,562;0;1772,01;1772,01
15844;20240101;2024;52;Xuất khẩu;Serbia;Máy in, máy photocopy, máy fax và phụ tùng;kg;40,93;40,93;40,93;0;10834,15;10834,15
15845;20240101;2024;52;Xuất khẩu;Slovenia;Máy in, máy photocopy, máy fax và phụ tùng;kg;2,089;0;2,089;0;197,37;197,37
15848;20240101;2024;52;Xuất khẩu;Thế giới;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;2249,968;0;5077;0;953329,981;953329,981
15859;20240101;2024;52;Xuất khẩu;Bulgaria;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;269;269;152;0;27452,1;27452,1
15863;20240101;2024;52;Xuất khẩu;Đức;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;502;502;87,797;0;46525,2;46525,2
15969;20240101;2024;52;Xuất khẩu;Thế giới;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;2364;2364;544,466;0;217213,51;217213,51
15989;20240101;2024;52;Xuất khẩu;Síp;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;10,135;0;2,387;0;1284,17;1284,17
15991;20240101;2024;52;Xuất khẩu;Đan Mạch;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;171,76;0;58;0;41776,33;41776,33
16004;20240101;2024;52;Xuất khẩu;Litva;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;1654,966;0;403;0;499277,43;499277,43
16008;20240101;2024;52;Xuất khẩu;Moldova;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;986,241;0;434,59;0;282642,91;282642,91
16011;20240101;2024;52;Xuất khẩu;Na Uy;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;40,732;0;20,2;0;34284,38;34284,38
16021;20240101;2024;52;Xuất khẩu;Thụy Điển;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;251,504;0;92,563;0;171817,72;171817,72
16028;20240101;2024;52;Xuất khẩu;Hoa Kỳ;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;132,077;0;68,14;0;108287,66;108287,66
16033;20240101;2024;52;Xuất khẩu;Thế giới;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;889;889;313,887;0;46255,94;46255,94
16035;20240101;2024;52;Xuất khẩu;Moldova;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;767;767;305,43;0;42104,82;42104,82
16040;20240101;2024;52;Xuất khẩu;Thế giới;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;644,639;0;2289;0;214791,452;214791,452
16049;20240101;2024;52;Xuất khẩu;Hy Lạp;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;497;497;2051;0;65190,36;65190,36
16067;20240101;2024;52;Xuất khẩu;Hồng Kông (Trung Quốc);Mạch tích hợp điện tử;chiếc/đơn vị;238391,766;0;1285,72;0;2229054,03;2229054,03
16068;20240101;2024;52;Xuất khẩu;Hàn Quốc;Mạch tích hợp điện tử;chiếc/đơn vị;7171,01;0;17,1;0;15150,85;15150,85
16079;20240101;2024;52;Nhập khẩu;Israel;Máy in, máy photocopy, máy fax và phụ tùng;kg;257,619;0;257,619;45820,474;0;45820,474
16082;20240101;2024;52;Nhập khẩu;Hà Lan;Máy in, máy photocopy, máy fax và phụ tùng;kg;746;746;746;8071,33;0;8071,33
16086;20240101;2024;52;Nhập khẩu;Thế giới;Máy in, máy photocopy, máy fax và phụ tùng;kg;29685;29685;29685;266347,854;199719,76;266347,854
16090;20240101;2024;52;Nhập khẩu;Thế giới;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;560857,184;0;847625,717;249649077,8;0;249649077,8
16091;20240101;2024;52;Nhập khẩu;Trung Quốc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;946,184;0;1776,831;444443,333;0;444443,333
16094;20240101;2024;52;Nhập khẩu;Singapore;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;3992;3992;207,164;93706,282;0;93706,282
16095;20240101;2024;52;Nhập khẩu;Trung Quốc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;533109;533109;839493,314;246536897;0;246536897
16096;20240101;2024;52;Nhập khẩu;Thái Lan;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;22625;22625;4721,393;2130396,902;0;2130396,902
16098;20240101;2024;52;Nhập khẩu;Thế giới;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;301986;301986;534822;22612693,17;22098667,44;22612693,17
16100;20240101;2024;52;Nhập khẩu;Indonesia;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;2480;2480;1869;118909,235;115723,789;118909,235
16101;20240101;2024;52;Nhập khẩu;Nhật Bản;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;128;128;4;852,916;843,174;852,916
16102;20240101;2024;52;Nhập khẩu;Trung Quốc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;298928;298928;532889;22485614,13;21975575,89;22485614,13
16181;20240101;2024;52;Nhập khẩu;Thế giới;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;132359852;132359852;0;729473533,7;0;729473533,7
16182;20240101;2024;52;Nhập khẩu;Trung Quốc;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;481;481;0;71352,511;0;71352,511
16184;20240101;2024;52;Nhập khẩu;Hàn Quốc;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;2035;2035;0;206294,042;0;206294,042
16186;20240101;2024;52;Nhập khẩu;Trung Quốc;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;132357333;132357333;0;729188628,3;0;729188628,3
16187;20240101;2024;52;Nhập khẩu;Thế giới;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;22268;22268;1862;474760,212;453778,266;474760,212
16190;20240101;2024;52;Nhập khẩu;Trung Quốc;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;21950;21950;1847;473007,838;452170,931;473007,838
16193;20240101;2024;52;Nhập khẩu;Thế giới;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;2427005;2427005;0;155143310,1;0;155143310,1
16197;20240101;2024;52;Nhập khẩu;Trung Quốc;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;2426992;2426992;2912629,619;155107405,1;0;155107405,1
16198;20240101;2024;52;Nhập khẩu;Thế giới;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;1216226;1216226;7673104;260423759,6;260109033,7;260423759,6
16199;20240101;2024;52;Nhập khẩu;Trung Quốc;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;928;928;98;34235,694;33446,639;34235,694
16200;20240101;2024;52;Nhập khẩu;Hàn Quốc;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;2511;2511;1920;97140,399;95841,543;97140,399
16202;20240101;2024;52;Nhập khẩu;Trung Quốc;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;1212119;1212119;7667514;260208411,3;259895881,6;260208411,3
16203;20240101;2024;52;Nhập khẩu;Ai Cập;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;618;618;3474;82361,576;82361,576;82361,576
16204;20240101;2024;52;Nhập khẩu;Thế giới;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;8945;8945;15425,05;1072892,803;0;1072892,803
16209;20240101;2024;52;Nhập khẩu;Hungary;Mạch tích hợp điện tử;chiếc/đơn vị;103315;103315;0;230663,574;0;230663,574
16211;20240101;2024;52;Nhập khẩu;Ý;Mạch tích hợp điện tử;chiếc/đơn vị;123623;123623;0;86949,894;0;86949,894
16213;20240101;2024;52;Nhập khẩu;Malaysia;Mạch tích hợp điện tử;chiếc/đơn vị;20146;20146;55,962;94440,13;0;94440,13
16214;20240101;2024;52;Nhập khẩu;Châu Á khác (chưa xác định);Mạch tích hợp điện tử;chiếc/đơn vị;66395;66395;68,579;111373,717;0;111373,717
16216;20240101;2024;52;Nhập khẩu;Trung Quốc;Mạch tích hợp điện tử;chiếc/đơn vị;132454350;132454350;60413,555;102804692,5;0;102804692,5
16217;20240101;2024;52;Nhập khẩu;Thái Lan;Mạch tích hợp điện tử;chiếc/đơn vị;320351;320351;0;203284,096;0;203284,096
16218;20240101;2024;52;Nhập khẩu;Vương quốc Anh;Mạch tích hợp điện tử;chiếc/đơn vị;18000;18000;0;13308,448;0;13308,448
16221;20240101;2024;52;Nhập khẩu;Trung Quốc;Mạch tích hợp điện tử;chiếc/đơn vị;64,218;0;13;917,859;635,357;917,859
16222;20240101;2024;52;Nhập khẩu;Malaysia;Mạch tích hợp điện tử;chiếc/đơn vị;40,607;0;1;67,108;54,119;67,108
16224;20240101;2024;52;Nhập khẩu;Philippines;Mạch tích hợp điện tử;chiếc/đơn vị;1168,438;0;19;1930,967;1506,674;1930,967
16232;20240101;2024;52;Nhập khẩu (hàng nước ngoài);Philippines;Máy in, máy photocopy, máy fax và phụ tùng;chiếc/đơn vị;1192;1192;9714,86;92582,722;0;92582,722
16237;20240101;2024;52;Nhập khẩu (hàng nước ngoài);Thế giới;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;248212;248212;162397,01;89699467,59;0;89699467,59
16238;20240101;2024;52;Nhập khẩu (hàng nước ngoài);Trung Quốc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;14491;14491;10361;5452526,46;0;5452526,46
16240;20240101;2024;52;Nhập khẩu (hàng nước ngoài);Trung Quốc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;233691;233691;152007,5;84229359,5;0;84229359,5
16256;20240101;2024;52;Nhập khẩu (hàng nước ngoài);Bermuda;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;9109,83;0;2000;2839492,799;0;2839492,799
16265;20240101;2024;52;Nhập khẩu (hàng nước ngoài);Trung Quốc;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;224548,331;0;128248,8;22475606,57;0;22475606,57
16266;20240101;2024;52;Nhập khẩu (hàng nước ngoài);Thế giới;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;81875;81875;332284,7;8869159,039;0;8869159,039
16267;20240101;2024;52;Nhập khẩu (hàng nước ngoài);Trung Quốc;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;3827;3827;24417,5;503054,881;0;503054,881
16268;20240101;2024;52;Nhập khẩu (hàng nước ngoài);Hàn Quốc;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;425;425;4231;167842,11;0;167842,11
16269;20240101;2024;52;Nhập khẩu (hàng nước ngoài);Trung Quốc;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;77623;77623;303636,2;8198262,048;0;8198262,048
16271;20240101;2024;52;Nhập khẩu (hàng nước ngoài);Trung Quốc;Mạch tích hợp điện tử;kg;211,55;211,55;211,55;56480,997;0;56480,997
16282;20240101;2024;52;Nhập khẩu;Thế giới;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;248213;248213;162399,01;89699686,29;0;89699686,29
16351;20240101;2024;52;Xuất khẩu trong nước;Hồng Kông (Trung Quốc);Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;29,773;0;151;0;15796,597;15796,597
16360;20240101;2024;52;Xuất khẩu trong nước;Singapore;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;14,714;0;88;0;26067,288;26067,288
16430;20240101;2024;52;Xuất khẩu trong nước;Úc;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;0,181;0;1;0;49,366;49,366
16433;20240101;2024;52;Xuất khẩu trong nước;Hồng Kông (Trung Quốc);Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;132,195;0;103;0;34103,425;34103,425
16437;20240101;2024;52;Xuất khẩu trong nước;Ả Rập Xê Út;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;552,726;0;128;0;99249,07;99249,07
16439;20240101;2024;52;Xuất khẩu trong nước;Singapore;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;26,711;0;12;0;5564,862;5564,862
16463;20240101;2024;52;Xuất khẩu trong nước;Trung Quốc;Mạch tích hợp điện tử;kg;1079;1079;1079;0;95692,548;95692,548
16470;20240101;2024;52;Xuất khẩu trong nước;Indonesia;Mạch tích hợp điện tử;kg;325;325;325;0;29958,892;29958,892
16475;20240101;2024;52;Xuất khẩu trong nước;Hàn Quốc;Mạch tích hợp điện tử;kg;253;253;253;0;16107,718;16107,718
